# Supplementary File 3,Sheet 12: Small RNAs significantly down-regulated 2 fold or greater in mut-16 mutant animals at 20ºC.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00043534,-7.91650051493745,WBGene00043534,WBGene00043534,History: Killed on 2004-10-04; Resurrected on 2007-01-29
WBGene00022272,-7.91480014414433,WBGene00022272,WBGene00022272,History: N.A.
WBGene00045058,-7.91207531929997,WBGene00045058,WBGene00045058,History: N.A.
WBGene00020793,-7.91167048049344,WBGene00020793,WBGene00020793,History: N.A.
WBGene00001814,-7.90854088378818,WBGene00001814,WBGene00001814,History: N.A.
WBGene00001666,-7.90750908938222,WBGene00001666,WBGene00001666,History: N.A.
WBGene00001188,-7.90674613976774,WBGene00001188,WBGene00001188,History: N.A.
WBGene00008929,-7.90371862611071,WBGene00008929,WBGene00008929,History: N.A.
WBGene00018222,-7.9007227068854,WBGene00018222,WBGene00018222,History: N.A.
WBGene00015601,-7.89479572112181,WBGene00015601,WBGene00015601,History: N.A.
WBGene00020100,-7.89352984227492,WBGene00020100,WBGene00020100,"History: Split into R148.8(WBGene00305998). History of WBGene00020100: Split into ""WBGene00305998"" on 2020-01-20"
WBGene00000221,-7.88504163228964,WBGene00000221,WBGene00000221,"History: Split into T04C10.11(WBGene00303075). History of WBGene00000221: Split into ""WBGene00303075"" on 2018-03-02; Renamed on 2019-07-15"
WBGene00194660,-7.8749549731059,WBGene00194660,WBGene00194660,History: N.A.
WBGene00021790,-7.87172992243569,WBGene00021790,WBGene00021790,History: N.A.
WBGene00017100,-7.86850652170084,WBGene00017100,WBGene00017100,History: N.A.
WBGene00022382,-7.86346770475497,WBGene00022382,WBGene00022382,History: N.A.
WBGene00022848,-7.85640383441547,WBGene00022848,WBGene00022848,History: N.A.
WBGene00014807,-7.85393255567709,WBGene00014807,WBGene00014807,History: N.A.
WBGene00012490,-7.84399331715415,WBGene00012490,WBGene00012490,History: N.A.
WBGene00013812,-7.84376489597338,WBGene00013812,WBGene00013812,History: N.A.
WBGene00011737,-7.83744610564507,WBGene00011737,WBGene00011737,History: N.A.
WBGene00010584,-7.83678017574192,WBGene00010584,WBGene00010584,History: N.A.
