# Table S2.  Heritable Dysregulated Genes upon Hypoxia Treatment
# Downregulated Genes in WT
Generation,Gene name,Input,Suggested Match,History
P0-F2,WBGene00000455,WBGene00000455,WBGene00000455,History: N.A.
P0-F2,WBGene00009935,WBGene00009935,WBGene00009935,History: N.A.
P0-F2,WBGene00013515,WBGene00013515,WBGene00013515,History: N.A.
P0-F2,WBGene00008100,WBGene00008100,WBGene00008100,History: N.A.
P0-F2,WBGene00020574,WBGene00020574,WBGene00020574,History: N.A.
P0-F2,WBGene00003933,WBGene00003933,WBGene00003933,History: Renamed on 2012-05-25
P0-F2,WBGene00022306,WBGene00022306,WBGene00022306,History: N.A.
P0-F2,WBGene00044417,WBGene00044417,WBGene00044417,History: N.A.
P0-F2,WBGene00020921,WBGene00020921,WBGene00020921,History: N.A.
P0-F2,WBGene00002253,WBGene00002253,WBGene00002253,History: N.A.
P0-F2,WBGene00010115,WBGene00010115,WBGene00010115,History: N.A.
P0-F2,WBGene00003003,WBGene00003003,WBGene00003003,History: N.A.
P0-F2,WBGene00014159,WBGene00014159,WBGene00014159,History: N.A.
P0-F2,WBGene00008914,WBGene00008914,WBGene00008914,History: N.A.
P0-F2,WBGene00003518,WBGene00003518,WBGene00003518,History: N.A.
P0-F2,WBGene00015547,WBGene00015547,WBGene00015547,History: N.A.
P0-F2,WBGene00007479,WBGene00007479,WBGene00007479,History: N.A.
P0-F2,WBGene00002248,WBGene00002248,WBGene00002248,History: N.A.
P0-F2,WBGene00022441,WBGene00022441,WBGene00022441,History: N.A.
P0-F2,WBGene00019278,WBGene00019278,WBGene00019278,History: N.A.
P0-F2,WBGene00019615,WBGene00019615,WBGene00019615,History: N.A.
P0-F2,WBGene00009389,WBGene00009389,WBGene00009389,History: N.A.
P0-F2,WBGene00015067,WBGene00015067,WBGene00015067,History: N.A.
P0-F2,WBGene00007848,WBGene00007848,WBGene00007848,History: N.A.
P0-F2,WBGene00007883,WBGene00007883,WBGene00007883,History: N.A.
P0-F2,WBGene00004457,WBGene00004457,WBGene00004457,History: N.A.
P0-F2,WBGene00017671,WBGene00017671,WBGene00017671,History: N.A.
P0-F2,WBGene00007365,WBGene00007365,WBGene00007365,History: N.A.
P0-F2,WBGene00000695,WBGene00000695,WBGene00000695,History: Renamed on 2006-06-15
P0-F2,WBGene00003693,WBGene00003693,WBGene00003693,History: N.A.
P0-F2,WBGene00006444,WBGene00006444,WBGene00006444,History: Renamed on 2007-01-03
P0-F2,WBGene00014215,WBGene00014215,WBGene00014215,History: N.A.
P0-F2,WBGene00019212,WBGene00019212,WBGene00019212,History: N.A.
P0-F2,WBGene00001064,WBGene00001064,WBGene00001064,History: N.A.
P0-F2,WBGene00000503,WBGene00000503,WBGene00000503,History: N.A.
P0-F2,WBGene00016531,WBGene00016531,WBGene00016531,History: N.A.
P0-F2,WBGene00018215,WBGene00018215,WBGene00018215,History: N.A.
P0-F2,WBGene00018041,WBGene00018041,WBGene00018041,History: N.A.
P0-F2,WBGene00002178,WBGene00002178,WBGene00002178,History: N.A.
P0-F2,WBGene00006746,WBGene00006746,WBGene00006746,History: N.A.
P0-F2,WBGene00004108,WBGene00004108,WBGene00004108,History: N.A.
P0-F2,WBGene00001159,WBGene00001159,WBGene00001159,History: N.A.
P0-F2,WBGene00017430,WBGene00017430,WBGene00017430,History: N.A.
P0-F2,WBGene00022727,WBGene00022727,WBGene00022727,History: Renamed on 2016-08-02
P0-F2,WBGene00010742,WBGene00010742,WBGene00010742,History: N.A.
P0-F2,WBGene00003681,WBGene00003681,WBGene00003681,History: N.A.
P0-F2,WBGene00019612,WBGene00019612,WBGene00019612,History: N.A.
P0-F2,WBGene00009192,WBGene00009192,WBGene00009192,History: N.A.
P0-F2,WBGene00004949,WBGene00004949,WBGene00004949,History: N.A.
P0-F2,WBGene00003404,WBGene00003404,WBGene00003404,History: N.A.
P0-F2,WBGene00012255,WBGene00012255,WBGene00012255,History: N.A.
P0-F2,WBGene00021019,WBGene00021019,WBGene00021019,"History: Split into W04B5.8(WBGene00306003). History of WBGene00021019: Split into ""WBGene00306003"" on 2020-01-20"
P0-F2,WBGene00016295,WBGene00016295,WBGene00016295,History: N.A.
P0-F2,WBGene00010495,WBGene00010495,WBGene00010495,History: N.A.
P0-F2,WBGene00009729,WBGene00009729,WBGene00009729,History: N.A.
P0-F2,WBGene00003627,WBGene00003627,WBGene00003627,History: N.A.
P0-F2,WBGene00017597,WBGene00017597,WBGene00017597,History: N.A.
P0-F2,WBGene00000463,WBGene00000463,WBGene00000463,History: Renamed on 2013-07-26
P0-F2,WBGene00019268,WBGene00019268,WBGene00019268,History: N.A.
P0-F2,WBGene00009288,WBGene00009288,WBGene00009288,History: N.A.
P0-F2,WBGene00015336,WBGene00015336,WBGene00015336,History: N.A.
P0-F2,WBGene00001489,WBGene00001489,WBGene00001489,History: N.A.
P0-F2,WBGene00021726,WBGene00021726,WBGene00021726,History: N.A.
P0-F2,WBGene00010982,WBGene00010982,WBGene00010982,History: N.A.
P0-F2,WBGene00000469,WBGene00000469,WBGene00000469,History: N.A.
P0-F2,WBGene00006778,WBGene00006778,WBGene00006778,History: N.A.
P0-F2,WBGene00019730,WBGene00019730,WBGene00019730,History: N.A.
P0-F2,WBGene00022474,WBGene00022474,WBGene00022474,History: N.A.
P0-F2,WBGene00000036,WBGene00000036,WBGene00000036,"History: Split into Y44E3A.7(WBGene00303088). History of WBGene00000036: Split into ""WBGene00303088"" on 2018-03-02; Renamed on 2019-05-20"
P0-F2,WBGene00006543,WBGene00006543,WBGene00006543,History: Renamed on 2013-07-31
P0-F2,WBGene00014091,WBGene00014091,WBGene00014091,History: Renamed on 2022-10-03
P0-F2,WBGene00010769,WBGene00010769,WBGene00010769,History: Renamed on 2004-08-25
P0-F2,WBGene00003567,WBGene00003567,WBGene00003567,History: N.A.
P0-F2,WBGene00020205,WBGene00020205,WBGene00020205,History: N.A.
P0-F2,WBGene00003657,WBGene00003657,WBGene00003657,History: N.A.
P0-F2,WBGene00008438,WBGene00008438,WBGene00008438,History: N.A.
P0-F2,WBGene00016422,WBGene00016422,WBGene00016422,History: N.A.
P0-F2,WBGene00004924,WBGene00004924,WBGene00004924,History: N.A.
P0-F2,WBGene00016520,WBGene00016520,WBGene00016520,History: N.A.
P0-F2,WBGene00004135,WBGene00004135,WBGene00004135,History: N.A.
P0-F2,WBGene00019902,WBGene00019902,WBGene00019902,History: N.A.
P0-F2,WBGene00003423,WBGene00003423,WBGene00003423,"History: Split into R10E9.4(WBGene00303072). History of WBGene00003423: Split into ""WBGene00303072"" on 2018-03-02"
P0-F2,WBGene00009291,WBGene00009291,WBGene00009291,History: N.A.
P0-F2,WBGene00009722,WBGene00009722,WBGene00009722,History: N.A.
P0-F2,WBGene00020114,WBGene00020114,WBGene00020114,History: N.A.
P0-F2,WBGene00001828,WBGene00001828,WBGene00001828,History: N.A.
P0-F2,WBGene00003243,WBGene00003243,WBGene00003243,History: N.A.
P0-F2,WBGene00015824,WBGene00015824,WBGene00015824,History: N.A.
P0-F2,WBGene00020537,WBGene00020537,WBGene00020537,"History: Split into T16A1.10(WBGene00269431). History of WBGene00020537: Split into ""WBGene00269431"" on 2016-04-19"
P0-F2,WBGene00013035,WBGene00013035,WBGene00013035,History: N.A.
P0-F2,WBGene00022144,WBGene00022144,WBGene00022144,History: N.A.
P0-F2,WBGene00006809,WBGene00006809,WBGene00006809,History: N.A.
P0-F2,WBGene00006367,WBGene00006367,WBGene00006367,History: N.A.
P0-F2,WBGene00015569,WBGene00015569,WBGene00015569,History: N.A.
P0-F2,WBGene00013266,WBGene00013266,WBGene00013266,History: N.A.
P0-F2,WBGene00011763,WBGene00011763,WBGene00011763,History: N.A.
P0-F2,WBGene00019064,WBGene00019064,WBGene00019064,History: N.A.
P0-F2,WBGene00003659,WBGene00003659,WBGene00003659,History: N.A.
P0-F2,WBGene00009660,WBGene00009660,WBGene00009660,History: N.A.
P0-F2,WBGene00007908,WBGene00007908,WBGene00007908,History: N.A.
P0-F2,WBGene00006852,WBGene00006852,WBGene00006852,History: N.A.
P0-F2,WBGene00009500,WBGene00009500,WBGene00009500,"History: Split into ""WBGene00044404"" on 2005-05-27"
P0-F2,WBGene00019960,WBGene00019960,WBGene00019960,History: N.A.
P0-F2,WBGene00001493,WBGene00001493,WBGene00001493,"History: Split into F55C5.17(WBGene00303048). History of WBGene00001493: Split into ""WBGene00303048"" on 2018-03-02"
P0-F2,WBGene00012783,WBGene00012783,WBGene00012783,History: N.A.
P0-F2,WBGene00001069,WBGene00001069,WBGene00001069,History: N.A.
P0-F2,WBGene00006956,WBGene00006956,WBGene00006956,History: N.A.
P0-F2,WBGene00007460,WBGene00007460,WBGene00007460,History: N.A.
P0-F2,WBGene00001945,WBGene00001945,WBGene00001945,History: N.A.
P0-F2,WBGene00022837,WBGene00022837,WBGene00022837,History: N.A.
P0-F2,WBGene00000674,WBGene00000674,WBGene00000674,History: N.A.
P0-F2,WBGene00007336,WBGene00007336,WBGene00007336,History: N.A.
P0-F2,WBGene00020160,WBGene00020160,WBGene00020160,History: N.A.
P0-F2,WBGene00004986,WBGene00004986,WBGene00004986,History: N.A.
P0-F2,WBGene00015518,WBGene00015518,WBGene00015518,History: N.A.
P0-F2,WBGene00000928,WBGene00000928,WBGene00000928,History: N.A.
P0-F2,WBGene00001707,WBGene00001707,WBGene00001707,History: N.A.
P0-F2,WBGene00020865,WBGene00020865,WBGene00020865,History: N.A.
P0-F2,WBGene00016457,WBGene00016457,WBGene00016457,History: N.A.
P0-F2,WBGene00015811,WBGene00015811,WBGene00015811,History: N.A.
P0-F2,WBGene00018697,WBGene00018697,WBGene00018697,History: N.A.
P0-F2,WBGene00000650,WBGene00000650,WBGene00000650,History: N.A.
P0-F2,WBGene00022816,WBGene00022816,WBGene00022816,History: Renamed on 2019-05-20
P0-F2,WBGene00016088,WBGene00016088,WBGene00016088,History: N.A.
P0-F2,WBGene00001207,WBGene00001207,WBGene00001207,History: N.A.
P0-F2,WBGene00020317,WBGene00020317,WBGene00020317,History: Renamed on 2017-11-13
P0-F2,WBGene00006775,WBGene00006775,WBGene00006775,History: N.A.
P0-F2,WBGene00011727,WBGene00011727,WBGene00011727,History: N.A.
P0-F2,WBGene00015044,WBGene00015044,WBGene00015044,History: Renamed on 2004-08-25
P0-F2,WBGene00012404,WBGene00012404,WBGene00012404,History: N.A.
P0-F2,WBGene00014171,WBGene00014171,WBGene00014171,History: N.A.
P0-F2,WBGene00020854,WBGene00020854,WBGene00020854,History: N.A.
P0-F2,WBGene00000443,WBGene00000443,WBGene00000443,History: N.A.
P0-F2,WBGene00019488,WBGene00019488,WBGene00019488,History: N.A.
P0-F2,WBGene00001854,WBGene00001854,WBGene00001854,History: Renamed on 2010-11-12
P0-F2,WBGene00044066,WBGene00044066,WBGene00044066,History: Renamed on 2005-12-13
P0-F2,WBGene00008519,WBGene00008519,WBGene00008519,"History: Split into C29F7.8(WBGene00044405). History of WBGene00008519: Split into ""WBGene00044405"" on 2005-05-27"
P0-F2,WBGene00003517,WBGene00003517,WBGene00003517,History: N.A.
P0-F2,WBGene00000403,WBGene00000403,WBGene00000403,History: Renamed on 2006-01-05
P0-F2,WBGene00020861,WBGene00020861,WBGene00020861,History: N.A.
P0-F2,WBGene00015865,WBGene00015865,WBGene00015865,History: N.A.
P0-F2,WBGene00011508,WBGene00011508,WBGene00011508,History: N.A.
P0-F2,WBGene00013100,WBGene00013100,WBGene00013100,History: N.A.
P0-F2,WBGene00003885,WBGene00003885,WBGene00003885,History: N.A.
P0-F2,WBGene00010503,WBGene00010503,WBGene00010503,History: N.A.
P0-F2,WBGene00006815,WBGene00006815,WBGene00006815,History: N.A.
P0-F2,WBGene00011345,WBGene00011345,WBGene00011345,History: N.A.
P0-F2,WBGene00019855,WBGene00019855,WBGene00019855,History: N.A.
P0-F2,WBGene00009266,WBGene00009266,WBGene00009266,History: N.A.
P0-F2,WBGene00001453,WBGene00001453,WBGene00001453,History: N.A.
P0-F2,WBGene00022349,WBGene00022349,WBGene00022349,History: N.A.
P0-F2,WBGene00013543,WBGene00013543,WBGene00013543,History: N.A.
P0-F2,WBGene00000086,WBGene00000086,WBGene00000086,History: N.A.
P0-F2,WBGene00004369,WBGene00004369,WBGene00004369,History: N.A.
P0-F2,WBGene00000529,WBGene00000529,WBGene00000529,History: N.A.
P0-F2,WBGene00009089,WBGene00009089,WBGene00009089,History: N.A.
P0-F2,WBGene00004221,WBGene00004221,WBGene00004221,History: N.A.
P0-F2,WBGene00011850,WBGene00011850,WBGene00011850,History: N.A.
P0-F2,WBGene00017483,WBGene00017483,WBGene00017483,History: N.A.
P0-F2,WBGene00017423,WBGene00017423,WBGene00017423,History: N.A.
P0-F2,WBGene00001123,WBGene00001123,WBGene00001123,History: Renamed on 2016-08-08
P0-F2,WBGene00011995,WBGene00011995,WBGene00011995,History: Renamed on 2013-01-22
P0-F2,WBGene00001853,WBGene00001853,WBGene00001853,History: Renamed on 2010-11-12
P0-F2,WBGene00012826,WBGene00012826,WBGene00012826,History: N.A.
P0-F2,WBGene00009156,WBGene00009156,WBGene00009156,History: N.A.
P0-F2,WBGene00017028,WBGene00017028,WBGene00017028,History: N.A.
P0-F2,WBGene00003072,WBGene00003072,WBGene00003072,History: Renamed on 2008-05-09
P0-F2,WBGene00006476,WBGene00006476,WBGene00006476,History: N.A.
P0-F2,WBGene00017448,WBGene00017448,WBGene00017448,History: N.A.
P0-F2,WBGene00018743,WBGene00018743,WBGene00018743,History: N.A.
P0-F2,WBGene00000277,WBGene00000277,WBGene00000277,History: N.A.
P0-F2,WBGene00008576,WBGene00008576,WBGene00008576,History: N.A.
P0-F2,WBGene00017571,WBGene00017571,WBGene00017571,History: Renamed on 2016-08-08
P0-F2,WBGene00006743,WBGene00006743,WBGene00006743,History: N.A.
P0-F2,WBGene00001006,WBGene00001006,WBGene00001006,History: N.A.
P0-F2,WBGene00004856,WBGene00004856,WBGene00004856,History: N.A.
P0-F2,WBGene00008601,WBGene00008601,WBGene00008601,History: Renamed on 2017-04-05
P0-F2,WBGene00012491,WBGene00012491,WBGene00012491,History: N.A.
P0-F2,WBGene00003516,WBGene00003516,WBGene00003516,History: N.A.
P0-F2,WBGene00019279,WBGene00019279,WBGene00019279,History: N.A.
P0-F2,WBGene00001820,WBGene00001820,WBGene00001820,History: N.A.
P0-F2,WBGene00004773,WBGene00004773,WBGene00004773,History: N.A.
P0-F2,WBGene00014213,WBGene00014213,WBGene00014213,History: N.A.
P0-F2,WBGene00011321,WBGene00011321,WBGene00011321,History: N.A.
P0-F2,WBGene00195176,WBGene00195176,WBGene00195176,History: N.A.
P0-F2,WBGene00012794,WBGene00012794,WBGene00012794,History: N.A.
P0-F2,WBGene00008666,WBGene00008666,WBGene00008666,History: N.A.
P0-F2,WBGene00006580,WBGene00006580,WBGene00006580,History: Renamed on 2005-08-16
P0-F2,WBGene00006412,WBGene00006412,WBGene00006412,History: Renamed on 2019-05-20
P0-F2,WBGene00012351,WBGene00012351,WBGene00012351,History: N.A.
P0-F2,WBGene00009973,WBGene00009973,WBGene00009973,History: N.A.
P0-F2,WBGene00008779,WBGene00008779,WBGene00008779,History: N.A.
P0-F2,WBGene00006780,WBGene00006780,WBGene00006780,History: N.A.
P0-F2,WBGene00020426,WBGene00020426,WBGene00020426,History: N.A.
P0-F2,WBGene00002189,WBGene00002189,WBGene00002189,History: N.A.
P0-F2,WBGene00017637,WBGene00017637,WBGene00017637,History: N.A.
P0-F2,WBGene00014153,WBGene00014153,WBGene00014153,History: N.A.
P0-F2,WBGene00006753,WBGene00006753,WBGene00006753,History: N.A.
P0-F2,WBGene00010610,WBGene00010610,WBGene00010610,History: N.A.
P0-F2,WBGene00001131,WBGene00001131,WBGene00001131,History: N.A.
P0-F2,WBGene00010342,WBGene00010342,WBGene00010342,History: N.A.
P0-F2,WBGene00015926,WBGene00015926,WBGene00015926,History: N.A.
P0-F2,WBGene00003071,WBGene00003071,WBGene00003071,History: N.A.
P0-F2,WBGene00011801,WBGene00011801,WBGene00011801,History: N.A.
P0-F2,WBGene00003553,WBGene00003553,WBGene00003553,History: N.A.
P0-F2,WBGene00018392,WBGene00018392,WBGene00018392,History: N.A.
P0-F2,WBGene00007266,WBGene00007266,WBGene00007266,History: N.A.
P0-F2,WBGene00000037,WBGene00000037,WBGene00000037,History: Renamed on 2019-05-20
P0-F2,WBGene00010976,WBGene00010976,WBGene00010976,History: N.A.
P0-F2,WBGene00018742,WBGene00018742,WBGene00018742,History: N.A.
P0-F2,WBGene00001072,WBGene00001072,WBGene00001072,"History: Split into T14B4.19(WBGene00302993). History of WBGene00001072: Split into ""WBGene00302993"" on 2018-03-06"
P0-F2,WBGene00008865,WBGene00008865,WBGene00008865,History: N.A.
P0-F2,WBGene00022200,WBGene00022200,WBGene00022200,History: N.A.
P0-F2,WBGene00022033,WBGene00022033,WBGene00022033,"History: Split into Y65B4BM.3(WBGene00302974). History of WBGene00022033: Split into ""WBGene00302974"" on 2018-03-06"
P0-F2,WBGene00004036,WBGene00004036,WBGene00004036,History: Renamed on 2019-05-20
P0-F2,WBGene00022396,WBGene00022396,WBGene00022396,History: N.A.
P0-F2,WBGene00010744,WBGene00010744,WBGene00010744,History: N.A.
P0-F2,WBGene00009743,WBGene00009743,WBGene00009743,History: N.A.
P0-F2,WBGene00021915,WBGene00021915,WBGene00021915,History: N.A.
P0-F2,WBGene00007900,WBGene00007900,WBGene00007900,History: N.A.
P0-F2,WBGene00007481,WBGene00007481,WBGene00007481,History: N.A.
P0-F2,WBGene00000301,WBGene00000301,WBGene00000301,History: N.A.
P0-F2,WBGene00003747,WBGene00003747,WBGene00003747,History: N.A.
P0-F2,WBGene00017369,WBGene00017369,WBGene00017369,History: N.A.
P0-F2,WBGene00015354,WBGene00015354,WBGene00015354,History: N.A.
P0-F2,WBGene00008970,WBGene00008970,WBGene00008970,History: N.A.
P0-F2,WBGene00006594,WBGene00006594,WBGene00006594,History: Renamed on 2006-02-01
P0-F2,WBGene00011331,WBGene00011331,WBGene00011331,History: N.A.
P0-F2,WBGene00009304,WBGene00009304,WBGene00009304,History: Renamed on 2007-10-09
P0-F2,WBGene00008425,WBGene00008425,WBGene00008425,History: N.A.
P0-F2,WBGene00010738,WBGene00010738,WBGene00010738,History: N.A.
P0-F2,WBGene00006805,WBGene00006805,WBGene00006805,History: Renamed on 2015-03-04
P0-F2,WBGene00002163,WBGene00002163,WBGene00002163,History: N.A.
P0-F2,WBGene00016330,WBGene00016330,WBGene00016330,History: N.A.
P0-F2,WBGene00010740,WBGene00010740,WBGene00010740,History: N.A.
P0-F2,WBGene00001476,WBGene00001476,WBGene00001476,History: N.A.
P0-F2,WBGene00002051,WBGene00002051,WBGene00002051,History: N.A.
P0-F2,WBGene00019156,WBGene00019156,WBGene00019156,History: N.A.
P0-F2,WBGene00002222,WBGene00002222,WBGene00002222,"History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
P0-F2,WBGene00010049,WBGene00010049,WBGene00010049,History: N.A.
P0-F2,WBGene00018195,WBGene00018195,WBGene00018195,History: N.A.
P0-F2,WBGene00000100,WBGene00000100,WBGene00000100,History: N.A.
P0-F2,WBGene00009899,WBGene00009899,WBGene00009899,History: N.A.
P0-F2,WBGene00017983,WBGene00017983,WBGene00017983,History: N.A.
P0-F2,WBGene00009926,WBGene00009926,WBGene00009926,History: Renamed on 2005-03-17
P0-F2,WBGene00003616,WBGene00003616,WBGene00003616,History: N.A.
P0-F2,WBGene00004192,WBGene00004192,WBGene00004192,History: N.A.
P0-F2,WBGene00009691,WBGene00009691,WBGene00009691,History: N.A.
P0-F2,WBGene00012261,WBGene00012261,WBGene00012261,History: N.A.
P0-F2,WBGene00003182,WBGene00003182,WBGene00003182,History: N.A.
P0-F2,WBGene00019519,WBGene00019519,WBGene00019519,History: N.A.
P0-F2,WBGene00007750,WBGene00007750,WBGene00007750,History: N.A.
P0-F2,WBGene00014294,WBGene00014294,WBGene00014294,History: N.A.
P0-F2,WBGene00010314,WBGene00010314,WBGene00010314,History: N.A.
P0-F2,WBGene00016549,WBGene00016549,WBGene00016549,History: N.A.
P0-F2,WBGene00009653,WBGene00009653,WBGene00009653,History: Renamed on 2022-10-03
P0-F2,WBGene00007044,WBGene00007044,WBGene00007044,History: Renamed on 2009-04-21
P0-F2,WBGene00012226,WBGene00012226,WBGene00012226,History: N.A.
P0-F2,WBGene00004827,WBGene00004827,WBGene00004827,History: N.A.
P0-F2,WBGene00014309,WBGene00014309,WBGene00014309,History: N.A.
P0-F2,WBGene00015740,WBGene00015740,WBGene00015740,History: N.A.
P0-F2,WBGene00004155,WBGene00004155,WBGene00004155,History: N.A.
P0-F2,WBGene00000211,WBGene00000211,WBGene00000211,History: N.A.
P0-F2,WBGene00010868,WBGene00010868,WBGene00010868,History: N.A.
P0-F2,WBGene00004370,WBGene00004370,WBGene00004370,History: N.A.
P0-F2,WBGene00014051,WBGene00014051,WBGene00014051,History: Renamed on 2013-04-12; Renamed on 2014-06-27
P0-F2,WBGene00019092,WBGene00019092,WBGene00019092,History: N.A.
P0-F2,WBGene00006599,WBGene00006599,WBGene00006599,History: Renamed on 2011-03-29
P0-F2,WBGene00020626,WBGene00020626,WBGene00020626,History: N.A.
P0-F2,WBGene00018694,WBGene00018694,WBGene00018694,History: N.A.
P0-F2,WBGene00000109,WBGene00000109,WBGene00000109,History: N.A.
P0-F2,WBGene00022112,WBGene00022112,WBGene00022112,"History: Split into Y71F9AL.25(WBGene00304792). History of WBGene00022112: Split into ""WBGene00304792"" on 2019-05-20"
P0-F2,WBGene00017381,WBGene00017381,WBGene00017381,History: Renamed on 2018-03-02
P0-F2,WBGene00017904,WBGene00017904,WBGene00017904,History: Renamed on 2007-02-02
P0-F2,WBGene00006807,WBGene00006807,WBGene00006807,History: N.A.
P0-F2,WBGene00007208,WBGene00007208,WBGene00007208,History: N.A.
P0-F2,WBGene00021072,WBGene00021072,WBGene00021072,History: N.A.
P0-F2,WBGene00011692,WBGene00011692,WBGene00011692,History: N.A.
P0-F2,WBGene00016006,WBGene00016006,WBGene00016006,History: Renamed on 2009-10-28
P0-F2,WBGene00018757,WBGene00018757,WBGene00018757,History: Renamed on 2021-07-08
P0-F2,WBGene00009639,WBGene00009639,WBGene00009639,History: N.A.
P0-F2,WBGene00019018,WBGene00019018,WBGene00019018,History: N.A.
P0-F2,WBGene00003618,WBGene00003618,WBGene00003618,History: N.A.
P0-F2,WBGene00016114,WBGene00016114,WBGene00016114,History: N.A.
P0-F2,WBGene00003617,WBGene00003617,WBGene00003617,History: N.A.
P0-F2,WBGene00016237,WBGene00016237,WBGene00016237,History: N.A.
P0-F2,WBGene00001475,WBGene00001475,WBGene00001475,History: N.A.
P0-F2,WBGene00003377,WBGene00003377,WBGene00003377,History: N.A.
P0-F2,WBGene00006970,WBGene00006970,WBGene00006970,History: Renamed on 2011-09-30
P0-F2,WBGene00018468,WBGene00018468,WBGene00018468,History: Renamed on 2014-01-06; Renamed on 2017-04-28
P0-F2,WBGene00019732,WBGene00019732,WBGene00019732,History: N.A.
P0-F2,WBGene00013859,WBGene00013859,WBGene00013859,History: N.A.
P0-F2,WBGene00003626,WBGene00003626,WBGene00003626,History: N.A.
P0-F2,WBGene00022307,WBGene00022307,WBGene00022307,History: N.A.
P0-F2,WBGene00000959,WBGene00000959,WBGene00000959,History: N.A.
P0-F2,WBGene00004213,WBGene00004213,WBGene00004213,History: N.A.
P0-F2,WBGene00019832,WBGene00019832,WBGene00019832,History: N.A.
P0-F2,WBGene00003753,WBGene00003753,WBGene00003753,History: N.A.
P0-F2,WBGene00009717,WBGene00009717,WBGene00009717,History: N.A.
P0-F2,WBGene00017262,WBGene00017262,WBGene00017262,History: N.A.
P0-F2,WBGene00011838,WBGene00011838,WBGene00011838,History: N.A.
P0-F2,WBGene00017154,WBGene00017154,WBGene00017154,History: N.A.
P0-F2,WBGene00303015,WBGene00303015,WBGene00303015,History: N.A.
P0-F2,WBGene00004987,WBGene00004987,WBGene00004987,History: N.A.
P0-F2,WBGene00002282,WBGene00002282,WBGene00002282,History: Renamed on 2011-09-23
P0-F2,WBGene00006366,WBGene00006366,WBGene00006366,History: N.A.
P0-F2,WBGene00011445,WBGene00011445,WBGene00011445,History: N.A.
P0-F2,WBGene00044068,WBGene00044068,WBGene00044068,History: Renamed on 2006-06-16; Renamed on 2006-10-09; Renamed on 2006-11-08
P0-F2,WBGene00018489,WBGene00018489,WBGene00018489,History: N.A.
P0-F2,WBGene00010288,WBGene00010288,WBGene00010288,History: N.A.
P0-F2,WBGene00022100,WBGene00022100,WBGene00022100,History: N.A.
P0-F2,WBGene00015868,WBGene00015868,WBGene00015868,History: N.A.
P0-F2,WBGene00011955,WBGene00011955,WBGene00011955,History: N.A.
P0-F2,WBGene00006844,WBGene00006844,WBGene00006844,History: N.A.
P0-F2,WBGene00018304,WBGene00018304,WBGene00018304,History: N.A.
P0-F2,WBGene00001591,WBGene00001591,WBGene00001591,History: N.A.
P0-F2,WBGene00003024,WBGene00003024,WBGene00003024,History: N.A.
P0-F2,WBGene00010774,WBGene00010774,WBGene00010774,History: Renamed on 2022-10-03
P0-F2,WBGene00004048,WBGene00004048,WBGene00004048,History: N.A.
P0-F2,WBGene00194658,WBGene00194658,WBGene00194658,History: N.A.
P0-F2,WBGene00017198,WBGene00017198,WBGene00017198,History: N.A.
P0-F2,WBGene00011767,WBGene00011767,WBGene00011767,History: N.A.
P0-F2,WBGene00016975,WBGene00016975,WBGene00016975,History: N.A.
P0-F2,WBGene00000858,WBGene00000858,WBGene00000858,History: N.A.
P0-F2,WBGene00012186,WBGene00012186,WBGene00012186,History: Renamed on 2005-03-17
P0-F2,WBGene00001948,WBGene00001948,WBGene00001948,History: N.A.
P0-F2,WBGene00010234,WBGene00010234,WBGene00010234,History: N.A.
P0-F2,WBGene00009663,WBGene00009663,WBGene00009663,"History: Split into F43G6.17(WBGene00219378). History of WBGene00009663: Split into ""WBGene00219378"" on 2012-03-19"
P0-F2,WBGene00004008,WBGene00004008,WBGene00004008,History: N.A.
P0-F2,WBGene00020155,WBGene00020155,WBGene00020155,History: N.A.
P0-F2,WBGene00001500,WBGene00001500,WBGene00001500,History: N.A.
P0-F2,WBGene00015779,WBGene00015779,WBGene00015779,History: N.A.
P0-F2,WBGene00011175,WBGene00011175,WBGene00011175,History: N.A.
P0-F2,WBGene00006870,WBGene00006870,WBGene00006870,History: Renamed on 2013-10-08
P0-F2,WBGene00014021,WBGene00014021,WBGene00014021,History: N.A.
P0-F2,WBGene00219758,WBGene00219758,WBGene00219758,History: N.A.
P0-F2,WBGene00006527,WBGene00006527,WBGene00006527,History: N.A.
P0-F2,WBGene00011207,WBGene00011207,WBGene00011207,History: N.A.
P0-F2,WBGene00009396,WBGene00009396,WBGene00009396,History: N.A.
P0-F2,WBGene00016093,WBGene00016093,WBGene00016093,History: N.A.
P0-F2,WBGene00019751,WBGene00019751,WBGene00019751,History: N.A.
P0-F2,WBGene00022254,WBGene00022254,WBGene00022254,History: N.A.
P0-F2,WBGene00004220,WBGene00004220,WBGene00004220,History: N.A.
P0-F2,WBGene00010221,WBGene00010221,WBGene00010221,History: N.A.
P0-F2,WBGene00010177,WBGene00010177,WBGene00010177,"History: Split into T06E8.8(WBGene00303063). History of WBGene00010177: Split into ""WBGene00303063"" on 2018-03-02"
P0-F2,WBGene00010931,WBGene00010931,WBGene00010931,History: N.A.
P0-F2,WBGene00001210,WBGene00001210,WBGene00001210,History: N.A.
P0-F2,WBGene00003649,WBGene00003649,WBGene00003649,History: N.A.
P0-F2,WBGene00003613,WBGene00003613,WBGene00003613,History: N.A.
