# Supplementary File 5,Sheet 11: mRNAs significantly up-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for 10 generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen10),Input,Suggested Match,History
WBGene00008681,1.74691953750609,1.17425700198309,WBGene00008681,WBGene00008681,History: Renamed on 2007-05-03
WBGene00195070,1.70643337519637,1.15309469777206,WBGene00195070,WBGene00195070,History: N.A.
WBGene00022535,1.70013913022208,2.1010164604179,WBGene00022535,,"History: Killed on 2017-03-03. Remark: This is on the opposite, incorrect strand to the Mucin gene ZC178.2."
WBGene00018852,1.69132056409282,2.65170813711925,WBGene00018852,WBGene00018852,History: N.A.
WBGene00022018,1.63301649604435,2.18811710611376,WBGene00022018,WBGene00022018,History: N.A.
WBGene00017673,1.63148457389387,2.3573242506929,WBGene00017673,WBGene00017673,History: Renamed on 2015-04-29
WBGene00010451,1.62812914741834,2.80251655723935,WBGene00010451,WBGene00010451,History: N.A.
WBGene00016491,1.62193531310498,1.27781053303377,WBGene00016491,WBGene00016491,History: N.A.
WBGene00011236,1.61822412020649,1.06276715443081,WBGene00011236,WBGene00011236,History: N.A.
WBGene00044809,1.60110935649406,1.17193273891923,WBGene00044809,WBGene00044809,History: N.A.
WBGene00004245,1.57247671433535,1.267163293858,WBGene00004245,WBGene00004245,History: N.A.
WBGene00016351,1.55669718211296,1.20761988435496,WBGene00016351,WBGene00016351,History: N.A.
WBGene00016322,1.54258372158196,1.32908737596434,WBGene00016322,WBGene00016322,History: N.A.
WBGene00018862,1.53367785552959,1.02440535189831,WBGene00018862,WBGene00018862,History: N.A.
WBGene00019316,1.5302561599224,1.07283312156969,WBGene00019316,WBGene00019316,History: N.A.
WBGene00015907,1.4872433506446,1.24102638268882,WBGene00015907,WBGene00015907,History: N.A.
WBGene00021886,1.47836417264755,2.3202055431417,WBGene00021886,WBGene00021886,History: N.A.
WBGene00010711,1.45793366141909,1.40995508150361,WBGene00010711,WBGene00010711,History: N.A.
WBGene00014672,1.45291861427287,2.02443272857541,WBGene00014672,WBGene00014672,History: N.A.
WBGene00000544,1.44233440369736,1.05635489978304,WBGene00000544,WBGene00000544,History: N.A.
WBGene00010953,1.4337878229577,1.36523664808855,WBGene00010953,WBGene00010953,History: N.A.
WBGene00010212,1.40257137671685,2.9564575972393,WBGene00010212,WBGene00010212,History: N.A.
WBGene00019131,1.40056440957528,1.03769540230396,WBGene00019131,WBGene00019131,History: N.A.
WBGene00195071,1.35836458440593,1.10963566221993,WBGene00195071,WBGene00195071,History: N.A.
WBGene00009468,1.33574584443695,1.04849757011311,WBGene00009468,WBGene00009468,History: N.A.
WBGene00004976,1.33482388099407,2.42311303011887,WBGene00004976,WBGene00004976,History: N.A.
WBGene00015094,1.32242267085702,1.0141791336432,WBGene00015094,WBGene00015094,History: N.A.
WBGene00013776,1.31854213651488,1.89099658029841,WBGene00013776,WBGene00013776,History: N.A.
WBGene00044414,1.26482823687516,1.41010161501845,WBGene00044414,WBGene00044414,History: N.A.
WBGene00014814,1.26391816948332,1.48921954364235,WBGene00014814,WBGene00014814,History: N.A.
WBGene00022854,1.23111970724599,1.27863889633729,WBGene00022854,WBGene00022854,History: N.A.
WBGene00044177,1.20324772018793,1.12179788253507,WBGene00044177,WBGene00044177,History: N.A.
WBGene00022298,1.19893825310292,1.3850690771461,WBGene00022298,WBGene00022298,History: N.A.
WBGene00021654,1.18182119907487,1.08211530153827,WBGene00021654,WBGene00021654,History: N.A.
WBGene00007327,1.14202076156745,1.00450627885884,WBGene00007327,WBGene00007327,History: N.A.
WBGene00044213,1.13074786080903,1.59815083627497,WBGene00044213,WBGene00044213,History: N.A.
WBGene00020457,1.12135903977305,2.2873933213754,WBGene00020457,WBGene00020457,History: N.A.
WBGene00195169,1.10151396822046,2.21972639726469,WBGene00195169,WBGene00195169,History: N.A.
WBGene00016474,1.06735396179819,1.06499514585645,WBGene00016474,WBGene00016474,History: N.A.
WBGene00001032,1.06677875273739,1.42022049421707,WBGene00001032,WBGene00001032,History: N.A.
WBGene00019575,1.05512896617351,4.57570500441035,WBGene00019575,WBGene00019575,History: N.A.
WBGene00007454,1.05248707530121,1.89725272144735,WBGene00007454,WBGene00007454,History: N.A.
WBGene00013535,1.05101207438473,1.7646349531898,WBGene00013535,WBGene00013535,History: N.A.
WBGene00019072,1.02148801947628,1.41435905222242,WBGene00019072,WBGene00019072,"History: Split into F58H7.11(WBGene00271786). History of WBGene00019072: Split into ""WBGene00271786"" on 2017-09-21"
WBGene00077636,1.01664900817864,1.72543183088951,WBGene00077636,WBGene00077636,History: N.A.
