# Supplementary File 3,Sheet 8: Small RNAs significantly down-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for seven generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen7),Input,Suggested Match,History
WBGene00019316,-4.392628846,-3.69558796650249,WBGene00019316,WBGene00019316,History: N.A.
WBGene00004347,-4.384611678,-4.78562224431888,WBGene00004347,WBGene00004347,History: N.A.
WBGene00014130,-4.370628324,-4.65600510685718,WBGene00014130,WBGene00014130,History: N.A.
WBGene00013778,-4.357801758,-3.94754585635952,WBGene00013778,WBGene00013778,History: N.A.
WBGene00022275,-4.354633328,-3.38937954259432,WBGene00022275,WBGene00022275,History: N.A.
WBGene00022608,-4.349375106,-4.45450148192473,WBGene00022608,WBGene00022608,History: N.A.
WBGene00197009,-4.334942885,-3.86875785604407,WBGene00197009,WBGene00197009,History: N.A.
WBGene00012570,-4.330598535,-4.00821704817275,WBGene00012570,WBGene00012570,History: N.A.
WBGene00014090,-4.325758913,-2.93376171984952,WBGene00014090,WBGene00014090,"History: Split into ZK822.6(WBGene00044009). History of WBGene00014090: Split into ""WBGene00044009"" on 2004-11-30"
WBGene00013403,-4.319967553,-4.33985581243558,WBGene00013403,WBGene00013403,History: N.A.
WBGene00018577,-4.318924377,-2.14604940951983,WBGene00018577,WBGene00018577,History: N.A.
WBGene00018241,-4.3159141,-4.29904570889207,WBGene00018241,WBGene00018241,"History: Split into F40G9.15(WBGene00077531). History of WBGene00018241: Split into ""WBGene00077531"" on 2008-01-15"
WBGene00009635,-4.31472686,-4.1882968538492,WBGene00009635,WBGene00009635,History: N.A.
WBGene00019546,-4.303339028,-3.71901911611058,WBGene00019546,WBGene00019546,History: N.A.
WBGene00006930,-4.301053988,-2.59564088868562,WBGene00006930,WBGene00006930,History: N.A.
WBGene00004827,-4.287976838,-4.60668958133269,WBGene00004827,WBGene00004827,History: N.A.
WBGene00001247,-4.284284909,-4.19640638939452,WBGene00001247,WBGene00001247,History: N.A.
WBGene00011971,-4.266588906,-3.93573191413987,WBGene00011971,WBGene00011971,History: N.A.
WBGene00020486,-4.244873811,-3.35351434450058,WBGene00020486,WBGene00020486,History: N.A.
WBGene00219756,-4.236507405,-2.2510601919343,WBGene00219756,WBGene00219756,History: N.A.
WBGene00045056,-4.230820987,-3.63524553720971,WBGene00045056,WBGene00045056,History: N.A.
WBGene00045277,-4.225439754,-3.48416955067847,WBGene00045277,WBGene00045277,History: N.A.
WBGene00018433,-4.221559571,-4.30663491924279,WBGene00018433,WBGene00018433,History: N.A.
WBGene00002222,-4.207054991,-3.23729832857896,WBGene00002222,WBGene00002222,"History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
WBGene00003480,-4.188180359,-4.87598482941477,WBGene00003480,WBGene00003480,History: N.A.
WBGene00194747,-4.182687879,-4.93530140702997,WBGene00194747,WBGene00194747,History: N.A.
WBGene00009468,-4.175294279,-4.1864296424124,WBGene00009468,WBGene00009468,History: N.A.
WBGene00043992,-4.171988247,-3.85415747425148,WBGene00043992,WBGene00043992,History: N.A.
WBGene00008858,-4.169824116,-4.04227341589265,WBGene00008858,WBGene00008858,History: N.A.
WBGene00007213,-4.157752646,-3.15107441347703,WBGene00007213,WBGene00007213,History: N.A.
WBGene00219728,-4.154201397,-2.34680001314771,WBGene00219728,WBGene00219728,History: N.A.
WBGene00021458,-4.147974569,-4.19015148373797,WBGene00021458,WBGene00021458,History: N.A.
WBGene00001764,-4.143327817,-4.68768460093267,WBGene00001764,WBGene00001764,History: N.A.
WBGene00016299,-4.130855941,-4.75549170487915,WBGene00016299,WBGene00016299,History: N.A.
WBGene00009558,-4.129424451,-4.31704694583679,WBGene00009558,WBGene00009558,History: N.A.
WBGene00017979,-4.121231629,-2.94470874155531,WBGene00017979,WBGene00017979,History: N.A.
WBGene00007523,-4.118575978,-2.64176494397683,WBGene00007523,WBGene00007523,History: N.A.
WBGene00008500,-4.116677757,-3.74308685392498,WBGene00008500,WBGene00008500,History: N.A.
WBGene00011531,-4.11307142,-4.18109172692425,WBGene00011531,WBGene00011531,"History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
WBGene00002019,-4.093562913,-4.53377835023564,WBGene00002019,WBGene00002019,History: N.A.
WBGene00021645,-4.089953273,-3.65676721105853,WBGene00021645,WBGene00021645,History: N.A.
WBGene00013830,-4.087865384,-2.14962137711962,WBGene00013830,WBGene00013830,History: N.A.
WBGene00021913,-4.081380892,-4.14378964777896,WBGene00021913,WBGene00021913,History: N.A.
WBGene00022682,-4.079787823,-3.92293033533275,WBGene00022682,WBGene00022682,History: N.A.
WBGene00196465,-4.066941969,-4.09800798403934,WBGene00196465,WBGene00196465,History: N.A.
WBGene00201019,-4.063125713,-4.44816501427795,WBGene00201019,WBGene00201019,History: N.A.
WBGene00235277,-4.05128519,-3.51826751750441,WBGene00235277,WBGene00235277,History: N.A.
WBGene00014858,-4.045775542,-3.20959379808061,WBGene00014858,WBGene00014858,History: N.A.
WBGene00020450,-4.035428196,-3.42785777099999,WBGene00020450,WBGene00020450,History: N.A.
WBGene00014956,-4.022201077,-2.65125241186703,WBGene00014956,WBGene00014956,History: N.A.
WBGene00010102,-4.020112751,-1.82310718422574,WBGene00010102,WBGene00010102,History: N.A.
WBGene00012624,-4.019907409,-3.2183137503565,WBGene00012624,WBGene00012624,History: N.A.
WBGene00044000,-4.017780709,-3.66235709677812,WBGene00044000,WBGene00044000,History: N.A.
WBGene00010100,-4.004441575,-1.84499065963084,WBGene00010100,WBGene00010100,History: N.A.
WBGene00009044,-4.003405456,-3.52804316514051,WBGene00009044,WBGene00009044,History: N.A.
WBGene00044268,-3.983777465,-4.67829714084341,WBGene00044268,WBGene00044268,History: N.A.
WBGene00021653,-3.980706269,-3.75268434102784,WBGene00021653,WBGene00021653,History: N.A.
WBGene00201351,-3.980148794,-4.05209270058996,WBGene00201351,WBGene00201351,History: N.A.
WBGene00015735,-3.970605755,-1.69494232471893,WBGene00015735,WBGene00015735,History: Renamed on 2012-08-29
WBGene00018186,-3.967772364,-3.6105796688809,WBGene00018186,WBGene00018186,History: N.A.
WBGene00206419,-3.965500515,-5.01577771171383,WBGene00206419,,History: Killed on 2017-06-29. Remark: Duplicate
WBGene00012549,-3.962844789,-4.79287912967695,WBGene00012549,WBGene00012549,History: N.A.
WBGene00006570,-3.955914224,-3.49144853629213,WBGene00006570,WBGene00006570,History: N.A.
WBGene00019030,-3.952960412,-4.19484426724436,WBGene00019030,WBGene00019030,History: Renamed on 2006-06-29; Renamed on 2013-07-04
WBGene00013613,-3.949525312,-3.18425562170878,WBGene00013613,WBGene00013613,History: N.A.
WBGene00009020,-3.947896192,-4.29005998068219,WBGene00009020,WBGene00009020,History: N.A.
WBGene00012107,-3.945053382,-3.77805654741692,WBGene00012107,WBGene00012107,History: N.A.
WBGene00044414,-3.944512579,-4.5533577678514,WBGene00044414,WBGene00044414,History: N.A.
WBGene00010585,-3.943391435,-2.32220086297965,WBGene00010585,WBGene00010585,History: N.A.
WBGene00020551,-3.942116234,-4.14528916099278,WBGene00020551,WBGene00020551,History: N.A.
WBGene00008986,-3.932113165,-4.08311800913498,WBGene00008986,WBGene00008986,History: N.A.
WBGene00007405,-3.910617894,-2.0177191788374,WBGene00007405,WBGene00007405,History: N.A.
WBGene00021039,-3.904701027,-4.25702162421765,WBGene00021039,WBGene00021039,"History: Split into W05F2.8(WBGene00195045). History of WBGene00021039: Split into ""WBGene00195045"" on 2010-03-10"
WBGene00008690,-3.899555063,-3.98238833072859,WBGene00008690,WBGene00008690,History: N.A.
WBGene00021893,-3.893868756,-4.15753102148235,WBGene00021893,WBGene00021893,History: N.A.
WBGene00013859,-3.892095881,-4.03176061305895,WBGene00013859,WBGene00013859,History: N.A.
WBGene00009917,-3.890570708,-3.73410996977152,WBGene00009917,WBGene00009917,History: N.A.
WBGene00219218,-3.889001579,-2.96094512027881,WBGene00219218,WBGene00219218,History: N.A.
WBGene00194913,-3.877571619,-2.02142042917974,WBGene00194913,WBGene00194913,History: N.A.
WBGene00006926,-3.875563638,-2.9072730893364,WBGene00006926,WBGene00006926,History: N.A.
WBGene00017737,-3.873329389,-4.31889890625093,WBGene00017737,WBGene00017737,History: N.A.
WBGene00010449,-3.865346502,-5.4396545457926,WBGene00010449,WBGene00010449,History: N.A.
WBGene00077772,-3.864183981,-1.36002917764813,WBGene00077772,WBGene00077772,History: N.A.
WBGene00011809,-3.863936012,-2.29855728499405,WBGene00011809,WBGene00011809,"History: Split into T16G12.13(WBGene00306001). History of WBGene00011809: Split into ""WBGene00306001"" on 2020-01-21"
WBGene00219206,-3.863507834,-3.06950991767942,WBGene00219206,WBGene00219206,History: N.A.
WBGene00045387,-3.861160879,-4.52251823519751,WBGene00045387,WBGene00045387,History: N.A.
WBGene00021148,-3.849135361,-3.80144724745447,WBGene00021148,WBGene00021148,History: N.A.
WBGene00235163,-3.834383383,-3.11694467305734,WBGene00235163,WBGene00235163,History: N.A.
WBGene00206532,-3.830908953,-2.67291409415562,WBGene00206532,WBGene00206532,History: N.A.
WBGene00023284,-3.826941467,-2.67510456198371,WBGene00023284,WBGene00023284,History: N.A.
WBGene00022497,-3.821533269,-3.37627584132151,WBGene00022497,WBGene00022497,History: N.A.
WBGene00194681,-3.80814753,-1.2353406469199,WBGene00194681,WBGene00194681,History: N.A.
WBGene00018309,-3.807912338,-1.82104687197634,WBGene00018309,WBGene00018309,History: N.A.
WBGene00195023,-3.801228855,-1.47579420819525,WBGene00195023,WBGene00195023,History: N.A.
WBGene00016641,-3.797453916,-3.4756437611991,WBGene00016641,WBGene00016641,History: N.A.
WBGene00018456,-3.796640876,-2.3848319915317,WBGene00018456,WBGene00018456,History: N.A.
WBGene00014105,-3.795553331,-3.37672718547502,WBGene00014105,WBGene00014105,History: N.A.
WBGene00021547,-3.792494684,-4.20495996390983,WBGene00021547,WBGene00021547,History: N.A.
WBGene00019899,-3.790726131,-3.87500853979975,WBGene00019899,WBGene00019899,History: N.A.
WBGene00015153,-3.775463043,-4.09222556501552,WBGene00015153,WBGene00015153,History: N.A.
WBGene00013692,-3.774059895,-5.49319070545059,WBGene00013692,WBGene00013692,History: N.A.
WBGene00014920,-3.765688024,-4.10475529504051,WBGene00014920,WBGene00014920,History: N.A.
WBGene00043534,-3.749880989,-3.59917361942176,WBGene00043534,WBGene00043534,History: Killed on 2004-10-04; Resurrected on 2007-01-29
WBGene00013233,-3.746086849,-3.79422003425545,WBGene00013233,WBGene00013233,History: Renamed on 2005-12-13
WBGene00045212,-3.715130973,-3.19751599070667,WBGene00045212,WBGene00045212,History: N.A.
WBGene00021726,-3.703832492,-3.64924796172542,WBGene00021726,WBGene00021726,History: N.A.
WBGene00015868,-3.703055889,-3.01109392968249,WBGene00015868,WBGene00015868,History: N.A.
WBGene00012699,-3.694559897,-3.21227812961579,WBGene00012699,WBGene00012699,History: N.A.
WBGene00194956,-3.691260601,-2.78667743957431,WBGene00194956,WBGene00219589,"History: Merged into ""WBGene00219589"" on 2017-09-21"
WBGene00008351,-3.685411394,-3.50272516723944,WBGene00008351,WBGene00008351,History: N.A.
WBGene00000056,-3.677752147,-4.83015422942444,WBGene00000056,WBGene00000056,History: N.A.
WBGene00007941,-3.674127884,-1.99343175427467,WBGene00007941,WBGene00007941,History: N.A.
WBGene00194650,-3.662599644,-1.96966494590183,WBGene00194650,WBGene00194650,History: N.A.
WBGene00019420,-3.657095901,-3.78304740141911,WBGene00019420,WBGene00019420,History: N.A.
WBGene00194896,-3.653505282,-3.51178865294548,WBGene00194896,WBGene00194896,History: N.A.
WBGene00023404,-3.642674159,-1.57701517979353,WBGene00023404,WBGene00023404,History: N.A.
WBGene00011575,-3.620317712,-3.89675852742899,WBGene00011575,WBGene00011575,History: N.A.
WBGene00013638,-3.598604661,-2.13330519827042,WBGene00013638,WBGene00013638,"History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
WBGene00000554,-3.594466363,-3.72171922468218,WBGene00000554,WBGene00000554,History: N.A.
WBGene00008714,-3.586324418,-2.9039653493562,WBGene00008714,WBGene00008714,History: N.A.
WBGene00009437,-3.584412567,-3.09015965531367,WBGene00009437,WBGene00009437,History: N.A.
WBGene00000857,-3.578542657,-2.80915959098558,WBGene00000857,WBGene00000857,History: N.A.
WBGene00021966,-3.574490253,-3.40160350223654,WBGene00021966,WBGene00021966,History: N.A.
WBGene00013563,-3.565068496,-3.69909775964163,WBGene00013563,WBGene00013563,History: N.A.
WBGene00086555,-3.562397421,-3.40454389897997,WBGene00086555,WBGene00086555,History: N.A.
WBGene00219755,-3.550144114,-1.14649736388752,WBGene00219755,WBGene00219755,History: N.A.
WBGene00012290,-3.549938966,-2.6559216365575,WBGene00012290,WBGene00012290,History: N.A.
WBGene00013501,-3.549458532,-3.68795795701759,WBGene00013501,WBGene00013501,History: N.A.
WBGene00012096,-3.54885052,-3.69041536609445,WBGene00012096,WBGene00012096,History: N.A.
