# Supplementary File 5,Sheet 10: mRNAs significantly down-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for 10 generations.
Gene name,log2FoldChange (relative to wt gen1),log2FoldChange (relative to wt gen10),Input,Suggested Match,History
WBGene00008760,-1.84331524612679,-1.11429914636866,WBGene00008760,WBGene00008760,History: N.A.
WBGene00018737,-1.84047953618515,-1.90568681852458,WBGene00018737,WBGene00044621,"History: Merged into ""WBGene00044621"" on 2020-07-30. Remark: [2020-07-30T16:54:45.386Z WBPerson1983] Gene Merged into WBGene00044621: bus-5 confirmed as this sequenced loci also known as rml-2...F53B1.4 - name transferred to bus-5"
WBGene00044779,-1.82362801113784,-1.23622013319482,WBGene00044779,WBGene00044779,History: N.A.
WBGene00015934,-1.81763082529854,-1.27150498349982,WBGene00015934,WBGene00015934,History: N.A.
WBGene00016146,-1.81554166754866,-1.73123093811091,WBGene00016146,WBGene00016146,History: N.A.
WBGene00019520,-1.81036929078307,-2.18999121168137,WBGene00019520,WBGene00019520,History: N.A.
WBGene00044901,-1.80450996317332,-1.51140927240098,WBGene00044901,WBGene00044901,History: N.A.
WBGene00017535,-1.7950122559535,-1.83075817996568,WBGene00017535,WBGene00017535,History: N.A.
WBGene00020554,-1.78192414385589,-1.93940582342846,WBGene00020554,WBGene00020554,History: N.A.
WBGene00008215,-1.7725949278267,-1.68541311634805,WBGene00008215,WBGene00008215,History: N.A.
WBGene00022797,-1.75670603157407,-1.25140955530846,WBGene00022797,WBGene00022797,History: N.A.
WBGene00008858,-1.74288496983175,-1.0640443443206,WBGene00008858,WBGene00008858,History: N.A.
WBGene00219208,-1.71759611751785,-1.23337163448378,WBGene00219208,WBGene00219208,History: N.A.
WBGene00017716,-1.71326467786647,-1.50865552753207,WBGene00017716,WBGene00017716,History: N.A.
WBGene00003029,-1.70443587669583,-1.63624421694866,WBGene00003029,WBGene00003029,History: N.A.
WBGene00000969,-1.68763647852732,-1.08609385912174,WBGene00000969,WBGene00000969,History: N.A.
WBGene00007890,-1.6836157123216,-1.63118722677855,WBGene00007890,WBGene00007890,History: N.A.
WBGene00023486,-1.68003326201759,-1.30389162828302,WBGene00023486,WBGene00023486,History: N.A.
WBGene00009239,-1.66734397871864,-1.06682810719668,WBGene00009239,WBGene00009239,History: N.A.
WBGene00044553,-1.6631231152824,-1.06265163415287,WBGene00044553,WBGene00044553,History: N.A.
WBGene00011530,-1.64409187885753,-1.96915243106676,WBGene00011530,WBGene00011530,History: N.A.
WBGene00020033,-1.64359303258631,-1.27799120778622,WBGene00020033,WBGene00020033,History: N.A.
WBGene00019426,-1.6327143888725,-1.89471877302898,WBGene00019426,WBGene00019426,History: N.A.
WBGene00015231,-1.61651813930423,-1.09011757308194,WBGene00015231,WBGene00015231,History: N.A.
WBGene00019472,-1.60721890164265,-1.10401058203354,WBGene00019472,WBGene00019472,History: Renamed on 2004-08-25
WBGene00001069,-1.60020754612593,-3.0544809455946,WBGene00001069,WBGene00001069,History: N.A.
WBGene00006538,-1.5937670878425,-1.38110415868078,WBGene00006538,WBGene00006538,History: N.A.
WBGene00004052,-1.57380453492537,-1.166342732333,WBGene00004052,WBGene00004052,History: Renamed on 2014-11-18
WBGene00000170,-1.55585450871499,-1.04014026598883,WBGene00000170,WBGene00000170,History: N.A.
WBGene00016468,-1.54125381561178,-1.47634792473671,WBGene00016468,WBGene00016468,History: N.A.
WBGene00010175,-1.54005959898536,-1.29261943112591,WBGene00010175,WBGene00010175,History: N.A.
WBGene00015294,-1.53427200142156,-1.45858745506218,WBGene00015294,WBGene00015294,History: N.A.
WBGene00012255,-1.5333280154994,-2.83419729680953,WBGene00012255,WBGene00012255,History: N.A.
WBGene00009304,-1.52961715620242,-1.31797181421027,WBGene00009304,WBGene00009304,History: Renamed on 2007-10-09
WBGene00008543,-1.52477366536856,-1.41778532539996,WBGene00008543,WBGene00008543,History: N.A.
WBGene00013516,-1.52371831005314,-1.02915875458473,WBGene00013516,WBGene00013516,History: N.A.
WBGene00011328,-1.52331953065846,-1.98155260171468,WBGene00011328,WBGene00011328,History: N.A.
WBGene00000463,-1.51770335339196,-1.49950379848327,WBGene00000463,WBGene00000463,History: Renamed on 2013-07-26
WBGene00018215,-1.50145918310481,-1.93308175313583,WBGene00018215,WBGene00018215,History: N.A.
WBGene00021094,-1.50012174831692,-1.48690938823694,WBGene00021094,WBGene00021094,History: N.A.
WBGene00017429,-1.49371006065246,-1.35387160698569,WBGene00017429,WBGene00017429,History: N.A.
WBGene00014053,-1.49170039690495,-1.1892198592195,WBGene00014053,WBGene00014053,History: N.A.
WBGene00008519,-1.4864663500606,-1.57904670478269,WBGene00008519,WBGene00008519,"History: Split into C29F7.8(WBGene00044405). History of WBGene00008519: Split into ""WBGene00044405"" on 2005-05-27"
WBGene00077775,-1.48642979598187,-1.39658173343503,WBGene00077775,WBGene00077775,History: N.A.
WBGene00006983,-1.48229786624257,-1.29352653150654,WBGene00006983,WBGene00006983,History: N.A.
WBGene00017292,-1.48103765215318,-1.02014226094091,WBGene00017292,WBGene00017292,History: N.A.
WBGene00017597,-1.48025055233187,-1.40532551961585,WBGene00017597,WBGene00017597,History: N.A.
WBGene00007112,-1.47664171572595,-1.01797499240217,WBGene00007112,WBGene00007112,History: N.A.
WBGene00013499,-1.47527170908005,-1.2393950870271,WBGene00013499,WBGene00013499,History: N.A.
WBGene00016009,-1.4721486898139,-1.06604948088623,WBGene00016009,WBGene00016009,History: N.A.
WBGene00006852,-1.46896424969965,-1.20577793888464,WBGene00006852,WBGene00006852,History: N.A.
WBGene00020047,-1.46670601283984,-1.07551721093832,WBGene00020047,WBGene00020047,History: N.A.
WBGene00022730,-1.4622124281179,-2.08978769588593,WBGene00022730,WBGene00022730,History: N.A.
WBGene00018787,-1.45060675947436,-1.41697807053323,WBGene00018787,WBGene00018787,History: N.A.
WBGene00045253,-1.44864069288826,-1.01547973342084,WBGene00045253,WBGene00045253,History: N.A.
WBGene00017637,-1.44080487671124,-1.145567958723,WBGene00017637,WBGene00017637,History: N.A.
WBGene00001064,-1.43746441703044,-2.90032725227709,WBGene00001064,WBGene00001064,History: N.A.
WBGene00010742,-1.43600030838633,-1.56144996062973,WBGene00010742,WBGene00010742,History: N.A.
WBGene00019597,-1.43525664723369,-1.28923539044576,WBGene00019597,WBGene00019597,"History: Split into K09H9.8(WBGene00045387). History of WBGene00019597: Split into ""WBGene00045387"" on 2007-04-27"
WBGene00045238,-1.43395841614764,-1.49734893734631,WBGene00045238,WBGene00045238,History: N.A.
WBGene00019968,-1.43037947430965,-1.44637357686979,WBGene00019968,WBGene00019968,History: N.A.
WBGene00017838,-1.42271606445749,-1.11831637450576,WBGene00017838,WBGene00017838,History: N.A.
WBGene00015002,-1.42133023285869,-1.20560831421191,WBGene00015002,WBGene00015002,History: N.A.
WBGene00011018,-1.42065334432768,-2.1482662423586,WBGene00011018,WBGene00011018,"History: Split into K01G12.22(WBGene00271789). History of WBGene00011018: Split into ""WBGene00271789"" on 2017-09-21"
WBGene00009100,-1.41341886098235,-1.30256871635225,WBGene00009100,WBGene00009100,History: N.A.
WBGene00018403,-1.41111838698427,-1.04026965359061,WBGene00018403,WBGene00018403,History: N.A.
WBGene00008886,-1.40508224690628,-1.51168508986487,WBGene00008886,WBGene00008886,History: N.A.
WBGene00003031,-1.37823052818888,-1.116720734727,WBGene00003031,WBGene00003031,History: N.A.
WBGene00003675,-1.37698356057569,-1.6797525144473,WBGene00003675,WBGene00003675,History: N.A.
WBGene00007430,-1.36652193365757,-1.10312930447065,WBGene00007430,WBGene00007430,History: N.A.
WBGene00018261,-1.36567400594152,-1.01803990320622,WBGene00018261,WBGene00018261,History: N.A.
WBGene00010966,-1.36441504787137,-1.60283087202426,WBGene00010966,WBGene00010966,History: N.A.
WBGene00000599,-1.35352215340529,-2.35716307185215,WBGene00000599,WBGene00000599,History: N.A.
WBGene00017938,-1.35329177383412,-1.64185243530061,WBGene00017938,WBGene00017938,History: N.A.
WBGene00000928,-1.35290476563794,-3.04168853441202,WBGene00000928,WBGene00000928,History: N.A.
WBGene00011428,-1.34528120574294,-1.22081925115797,WBGene00011428,WBGene00011428,History: N.A.
WBGene00016071,-1.34341411637619,-1.50874656554863,WBGene00016071,WBGene00016071,"History: Split into C24H12.19(WBGene00235338). History of WBGene00016071: Split into ""WBGene00235338"" on 2013-09-12"
WBGene00016003,-1.34195892037813,-1.19603120229403,WBGene00016003,WBGene00016003,History: N.A.
WBGene00012257,-1.33710555617171,-2.91661479424826,WBGene00012257,WBGene00012257,History: N.A.
