# Supplementary File 3,Sheet 5: Small RNAs significantly up-regulated 2 fold or greater in simr-1 mutant animals at 25ºC for one generation.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00004465,1.81768213765167,WBGene00004465,WBGene00004465,History: N.A.
WBGene00006496,1.81708234285557,WBGene00006496,WBGene00006496,History: Renamed on 2008-07-18
WBGene00008035,1.81651619695898,WBGene00008035,WBGene00008035,History: N.A.
WBGene00001005,1.81376930778264,WBGene00001005,WBGene00001005,History: N.A.
WBGene00019606,1.81151407155252,WBGene00019606,WBGene00019606,History: Renamed on 2006-06-15
WBGene00003410,1.81124881696025,WBGene00003410,WBGene00003410,History: N.A.
WBGene00004239,1.81110580703438,WBGene00004239,WBGene00004239,History: N.A.
WBGene00012551,1.80863861499646,WBGene00012551,WBGene00012551,History: N.A.
WBGene00006537,1.80830444407321,WBGene00006537,WBGene00006537,History: N.A.
WBGene00010627,1.80826864623983,WBGene00010627,WBGene00010627,History: N.A.
WBGene00015083,1.8081825673029,WBGene00015083,WBGene00015083,History: N.A.
WBGene00006796,1.8078434503553,WBGene00006796,WBGene00006796,History: N.A.
WBGene00003026,1.80591384995806,WBGene00003026,WBGene00003026,History: Renamed on 2005-08-24
WBGene00011562,1.8050420067098,WBGene00011562,WBGene00011562,"History: Split into ""WBGene00044098"" on 2005-02-03"
WBGene00235276,1.80415902701009,WBGene00235276,WBGene00235276,History: N.A.
WBGene00012897,1.80138345090398,WBGene00012897,WBGene00012897,History: N.A.
WBGene00011320,1.80095019714422,WBGene00011320,WBGene00011320,History: N.A.
WBGene00004945,1.80086643179778,WBGene00004945,WBGene00004945,History: N.A.
WBGene00200318,1.79884662926642,WBGene00200318,WBGene00200318,History: N.A.
WBGene00007287,1.79855724880622,WBGene00007287,WBGene00007287,History: Renamed on 2006-04-27
WBGene00000962,1.79699305160853,WBGene00000962,WBGene00000962,History: N.A.
WBGene00013380,1.79667876795075,WBGene00013380,WBGene00013380,History: N.A.
WBGene00004421,1.7944265002566,WBGene00004421,WBGene00004421,History: N.A.
WBGene00000804,1.7921157686082,WBGene00000804,WBGene00000804,History: N.A.
WBGene00006381,1.79036361738468,WBGene00006381,WBGene00006381,History: N.A.
WBGene00022681,1.78897538623319,WBGene00022681,WBGene00022681,History: N.A.
WBGene00001601,1.787237639404,WBGene00001601,WBGene00001601,History: N.A.
WBGene00008005,1.78702686230456,WBGene00008005,WBGene00008005,History: Renamed on 2021-12-09
WBGene00003914,1.78318563112654,WBGene00003914,WBGene00003914,History: Renamed on 2006-10-19
WBGene00004737,1.78189858767606,WBGene00004737,WBGene00004737,History: N.A.
WBGene00019153,1.78097790334123,WBGene00019153,WBGene00019153,History: N.A.
WBGene00019008,1.77827562483027,WBGene00019008,WBGene00019008,History: N.A.
WBGene00001686,1.77743680364825,WBGene00001686,WBGene00001686,History: N.A.
WBGene00000995,1.77611795385794,WBGene00000995,WBGene00000995,History: N.A.
WBGene00003821,1.77342888744443,WBGene00003821,WBGene00003821,History: N.A.
WBGene00043948,1.77085409293646,WBGene00043948,WBGene00043948,History: Killed on 2004-10-04; Resurrected on 2006-04-26
WBGene00008848,1.7699167553884,WBGene00008848,WBGene00008848,History: N.A.
WBGene00006993,1.7657068355809,WBGene00006993,WBGene00006993,History: N.A.
WBGene00008934,1.76510605180166,WBGene00008934,WBGene00008934,History: N.A.
WBGene00008789,1.76423263688714,WBGene00008789,WBGene00008789,History: N.A.
WBGene00021733,1.76311523483087,WBGene00021733,WBGene00021733,History: N.A.
WBGene00013209,1.76276209880125,WBGene00013209,WBGene00013209,History: N.A.
WBGene00020348,1.76275623875363,WBGene00020348,WBGene00020348,History: N.A.
WBGene00021035,1.76116606620122,WBGene00021035,WBGene00021035,History: N.A.
WBGene00002225,1.75949444265507,WBGene00002225,WBGene00002225,History: N.A.
WBGene00021604,1.75873363643783,WBGene00021604,WBGene00021604,History: N.A.
WBGene00021560,1.75739651505273,WBGene00021560,WBGene00021560,History: N.A.
WBGene00010492,1.75719952839035,WBGene00010492,WBGene00010492,History: N.A.
WBGene00002994,1.75582974734208,WBGene00002994,WBGene00002994,History: N.A.
WBGene00015133,1.75384616157855,WBGene00015133,WBGene00015133,History: N.A.
WBGene00021815,1.75162486338745,WBGene00021815,WBGene00021815,History: N.A.
WBGene00010293,1.75060685300255,WBGene00010293,WBGene00010293,History: N.A.
WBGene00010621,1.75027809140283,WBGene00010621,WBGene00010621,History: N.A.
WBGene00017843,1.74905212323063,WBGene00017843,WBGene00017843,History: N.A.
WBGene00021698,1.74753438914949,WBGene00021698,WBGene00021698,History: N.A.
WBGene00004208,1.7469043020574,WBGene00004208,WBGene00004208,History: N.A.
WBGene00004167,1.74609104081978,WBGene00004167,WBGene00004167,History: N.A.
WBGene00003947,1.74604343643531,WBGene00003947,WBGene00003947,History: N.A.
